Transaction_ID,Card_ID,Transaction_Amount,Merchant,Transaction_Type,Average_Transaction_Per_Day,Accumulated_Transactions,Average_Transaction_Amount,Accumulated_Amount,Transaction_Location,Previous_Location,Time_Difference (min),Is_Fraudulent
T505052,C38190,115.78,American Airlines,E-Commerce,5,37,454.53,821.52,Ecuador,Ecuador,66.0,0
T234793,C87581,677.05,Booking,E-Commerce,31,34,789.9,6.62,Ecuador,Ecuador,113.0,0
T456175,C95659,789.95,Tiffany & Co.,E-Commerce,25,1,44.06,209.85,Colombia,Ecuador,94.0,0
T900397,C69808,302.76,Zales,E-Commerce,26,6,325.76,405.12,Colombia,Colombia,65.0,0
T691099,C62187,890.95,Delta Airlines,E-Commerce,31,8,666.17,949.2,Colombia,Colombia,45.0,0
T193827,C79790,29.23,Delta Airlines,E-Commerce,31,5,842.36,121.2,Colombia,Colombia,27.0,0
T832324,C39930,302.1,Delta Airlines,E-Commerce,39,31,511.58,399.49,Ecuador,Colombia,16.0,0
T561468,C45452,44.11,American Airlines,E-Commerce,2,21,941.55,260.02,Ecuador,Ecuador,2.0,0
T226227,C33659,238.44,Amazon,E-Commerce,26,31,775.02,101.96,Ecuador,Ecuador,89.0,0
T480891,C70584,334.34,LATAM,E-Commerce,37,29,274.12,539.36,Ecuador,Ecuador,66.0,0
T665915,C42415,625.67,eBay,E-Commerce,38,36,421.84,262.2,Ecuador,Ecuador,14.0,0
T690222,C76348,846.19,Epic Games,E-Commerce,24,24,43.33,306.87,Ecuador,Ecuador,44.0,0
T417216,C32052,721.1,Zephora,E-Commerce,4,27,561.84,96.19,Colombia,Ecuador,22.0,1
T602422,C48148,110.69,Amazon Gift Cards,E-Commerce,19,32,886.65,967.32,Colombia,Colombia,85.0,0
T378375,C35181,438.67,Cartier,E-Commerce,27,10,166.01,584.42,Ecuador,Colombia,35.0,0
T397487,C56738,277.66,Tiffany & Co.,E-Commerce,32,27,155.38,3.86,Ecuador,Ecuador,86.0,0
T539672,C62021,679.46,LATAM,E-Commerce,6,35,914.73,140.27,Ecuador,Ecuador,7.0,0
T930915,C69175,633.12,Amazon,E-Commerce,2,17,80.12,91.68,Ecuador,Ecuador,74.0,0
T945894,C78695,622.37,Amazon Gift Cards,E-Commerce,10,30,726.57,92.66,Ecuador,Ecuador,33.0,0
T825490,C81524,501.4,Delta Airlines,E-Commerce,22,3,320.31,131.87,Ecuador,Ecuador,39.0,0
T563347,C25365,906.4,Booking,E-Commerce,10,35,124.82,633.96,Ecuador,Ecuador,45.0,0
T328701,C62285,131.17,G2A,E-Commerce,29,8,457.27,211.13,Ecuador,Ecuador,105.0,0
T521311,C34737,13.72,Zales,E-Commerce,38,12,299.38,581.99,Ecuador,Ecuador,30.0,0
T325750,C90188,253.24,G2A,E-Commerce,18,28,431.24,711.81,Ecuador,Ecuador,11.0,0
T149792,C47396,867.42,G2A,E-Commerce,27,32,816.63,401.63,Ecuador,Ecuador,48.0,0
T728012,C91261,160.72,Epic Games,E-Commerce,15,38,659.02,97.41,Ecuador,Ecuador,32.0,0
T278745,C27117,365.72,Tiffany & Co.,E-Commerce,25,12,421.92,68.76,Ecuador,Ecuador,8.0,0
T776966,C91023,438.88,Zales,E-Commerce,17,30,226.71,170.95,Ecuador,Ecuador,27.0,0
T709919,C54049,254.5,Amazon,E-Commerce,32,15,236.31,665.12,Ecuador,Ecuador,58.0,0
T882082,C92501,8.36,Cartier,E-Commerce,37,29,689.44,138.9,Ecuador,Ecuador,103.0,0
T267800,C67527,938.89,LATAM,E-Commerce,11,12,8.73,490.24,Ecuador,Ecuador,4.0,0
T217297,C13539,238.05,LATAM,E-Commerce,31,10,324.68,291.38,Ecuador,Ecuador,78.0,0
T684150,C70188,752.8,LATAM,E-Commerce,9,12,826.59,147.73,Ecuador,Ecuador,82.0,0
T364319,C78626,816.09,LATAM,E-Commerce,4,12,110.59,69.81,Ecuador,Ecuador,36.0,0
T813877,C62622,510.74,Shein,E-Commerce,19,34,644.51,885.37,Ecuador,Ecuador,99.0,0
T744166,C38955,227.43,Delta Airlines,E-Commerce,20,7,188.24,639.13,Ecuador,Ecuador,100.0,0
T892376,C12577,119.41,G2A,E-Commerce,23,38,900.31,508.89,Ecuador,Ecuador,13.0,0
T203745,C45466,659.3,American Airlines,E-Commerce,25,8,683.03,90.47,Ecuador,Ecuador,69.0,0
T392349,C14205,555.13,Epic Games,E-Commerce,25,21,9.31,679.96,Ecuador,Ecuador,79.0,0
T608829,C79168,377.48,Delta Airlines,E-Commerce,11,26,114.58,310.66,Ecuador,Ecuador,36.0,0
T124941,C49929,949.68,G2A,E-Commerce,24,31,329.01,63.43,Ecuador,Ecuador,33.0,0
T586777,C75272,535.76,Zephora,E-Commerce,20,24,305.15,619.21,Ecuador,Ecuador,21.0,0
T473306,C95690,302.18,Steam,E-Commerce,18,14,273.27,504.7,Ecuador,Ecuador,35.0,0
T668227,C54631,377.64,Shein,E-Commerce,13,22,937.86,12.09,Ecuador,Ecuador,109.0,0
T544956,C43165,751.63,Amazon Gift Cards,E-Commerce,8,7,582.77,884.12,Ecuador,Ecuador,111.0,0
T830434,C92862,962.57,Tiffany & Co.,E-Commerce,21,14,398.67,428.18,Ecuador,Ecuador,57.0,0
T687025,C20645,508.64,Walmart,E-Commerce,11,24,274.56,31.05,Ecuador,Ecuador,90.0,0
T941778,C14723,42.07,Amazon,E-Commerce,21,1,897.3,331.54,Ecuador,Ecuador,16.0,0
T339393,C43868,368.75,Epic Games,E-Commerce,3,26,330.56,257.25,Ecuador,Ecuador,90.0,0
T688208,C95381,605.43,Delta Airlines,E-Commerce,13,14,803.02,526.59,Ecuador,Ecuador,93.0,0
T160553,C71030,89.59,Zales,E-Commerce,25,17,455.32,827.76,Ecuador,Ecuador,75.0,0
T265957,C64636,206.24,Amazon Gift Cards,E-Commerce,25,3,390.35,185.87,Ecuador,Ecuador,31.0,0
T465502,C20752,510.65,Steam,E-Commerce,26,14,399.65,459.22,Ecuador,Ecuador,63.0,0
T866179,C78819,583.2,Shein,E-Commerce,10,7,19.87,437.3,Ecuador,Ecuador,48.0,0
T780461,C52051,879.09,eBay,E-Commerce,17,31,944.03,759.76,Ecuador,Ecuador,84.0,0
T434413,C63008,55.28,Steam,E-Commerce,1,9,217.14,516.19,Ecuador,Ecuador,8.0,0
T814978,C27285,773.39,Tiffany & Co.,E-Commerce,14,3,468.86,355.73,Ecuador,Ecuador,52.0,0
T730516,C36334,328.25,Tiffany & Co.,E-Commerce,3,20,123.73,5.73,Ecuador,Ecuador,101.0,0
T710955,C91743,657.0,G2A,E-Commerce,14,24,148.35,582.5,Ecuador,Ecuador,44.0,0
T829286,C39477,517.18,LATAM,E-Commerce,33,29,557.48,370.42,Ecuador,Ecuador,76.0,0
T554485,C18176,405.48,Steam,E-Commerce,35,2,672.16,574.3,Ecuador,Ecuador,102.0,0
T916892,C69577,44.26,Shein,E-Commerce,19,38,236.08,300.39,Colombia,Ecuador,17.0,1
T208971,C55219,639.3,Zephora,E-Commerce,3,10,592.01,573.94,Colombia,Colombia,110.0,0
T799068,C41907,756.74,Epic Games,E-Commerce,33,21,473.13,752.42,Colombia,Colombia,68.0,0
T803259,C95937,641.9,Amazon Gift Cards,E-Commerce,22,17,406.63,923.83,Colombia,Colombia,99.0,0
T548469,C87542,305.39,Steam,E-Commerce,15,24,127.97,691.95,Colombia,Colombia,116.0,0
T221780,C77482,108.04,Cartier,E-Commerce,17,28,679.3,890.78,Chile,Colombia,96.0,0
T468877,C46860,867.03,Delta Airlines,E-Commerce,29,17,264.39,945.17,Chile,Chile,24.0,0
T158049,C71927,405.5,Shein,E-Commerce,7,1,882.38,660.06,Chile,Chile,38.0,0
T522539,C83830,84.26,Booking,E-Commerce,1,38,621.03,523.09,Chile,Chile,85.0,0
T585174,C71384,24.15,G2A,E-Commerce,1,15,242.13,905.02,Chile,Chile,4.0,0
T177876,C88406,194.99,Zales,E-Commerce,9,23,957.66,428.35,Ecuador,Chile,51.0,1
T565310,C67449,395.25,Amazon Gift Cards,E-Commerce,15,26,160.51,954.92,Ecuador,Ecuador,57.0,0
T602096,C98042,319.51,Zales,E-Commerce,26,22,168.22,942.64,Ecuador,Ecuador,1.0,0
T218227,C57644,128.72,Cartier,E-Commerce,32,23,600.04,860.95,Ecuador,Ecuador,31.0,0
T469286,C90786,554.75,Cartier,E-Commerce,36,2,766.32,232.41,Ecuador,Ecuador,5.0,0
T136763,C29055,646.1,Tiffany & Co.,E-Commerce,33,27,395.28,44.57,Ecuador,Ecuador,44.0,0
T643305,C36636,962.96,American Airlines,E-Commerce,11,29,516.22,269.7,Ecuador,Ecuador,106.0,0
T910519,C11926,602.95,Amazon Gift Cards,E-Commerce,7,5,903.56,428.14,Ecuador,Ecuador,66.0,0
T297762,C84525,652.87,Cartier,E-Commerce,34,32,548.72,763.67,Ecuador,Ecuador,13.0,0
T581262,C41682,613.32,Epic Games,E-Commerce,33,28,777.03,350.68,Ecuador,Ecuador,22.0,0
T176323,C62653,313.35,Amazon,E-Commerce,37,30,573.01,458.17,Ecuador,Ecuador,48.0,0
T594542,C71747,281.51,Zephora,E-Commerce,26,24,622.73,35.1,Ecuador,Ecuador,62.0,0
T893770,C70552,74.59,eBay,E-Commerce,12,24,941.8,696.16,Ecuador,Ecuador,18.0,0
T209321,C22620,927.22,Amazon Gift Cards,E-Commerce,4,11,278.4,611.96,Ecuador,Ecuador,52.0,0
T649207,C43199,16.01,eBay,E-Commerce,8,5,949.12,594.38,Ecuador,Ecuador,58.0,0
T199111,C24943,275.32,eBay,E-Commerce,35,17,719.66,453.13,Ecuador,Ecuador,11.0,0
T923009,C77436,239.78,Cartier,E-Commerce,32,37,344.16,532.57,Ecuador,Ecuador,117.0,0
T924922,C70153,635.82,LATAM,E-Commerce,34,8,160.72,148.29,Ecuador,Ecuador,119.0,0
T671612,C89618,647.46,Cartier,E-Commerce,17,30,825.66,689.38,Ecuador,Ecuador,90.0,0
T888409,C80713,950.92,Shein,E-Commerce,20,8,707.75,843.49,Ecuador,Ecuador,33.0,0
T235598,C97889,271.89,eBay,E-Commerce,18,6,649.2,744.49,Ecuador,Ecuador,105.0,0
T766213,C35813,897.57,Epic Games,E-Commerce,21,26,793.86,398.26,Ecuador,Ecuador,3.0,0
T818442,C34914,482.55,Epic Games,E-Commerce,6,17,536.87,50.37,Ecuador,Ecuador,114.0,0
T742972,C32785,865.24,Cartier,E-Commerce,23,16,451.2,117.79,Ecuador,Ecuador,6.0,0
T178756,C42208,53.88,Booking,E-Commerce,33,4,254.48,50.45,Ecuador,Ecuador,88.0,0
T863535,C66516,367.22,Cartier,E-Commerce,24,2,17.87,976.04,Ecuador,Ecuador,98.0,0
T596154,C37030,347.23,Amazon Gift Cards,E-Commerce,11,34,40.21,822.34,Colombia,Ecuador,94.0,0
T748026,C93348,714.43,Booking,E-Commerce,10,38,809.18,49.46,Colombia,Colombia,100.0,0
T184705,C96017,84.04,Walmart,E-Commerce,34,37,203.23,431.44,Colombia,Colombia,25.0,0
T937301,C51595,336.48,Zephora,E-Commerce,8,32,164.44,741.25,Colombia,Colombia,3.0,0
T997054,C92663,658.72,Walmart,E-Commerce,25,33,317.71,483.7,Colombia,Colombia,46.0,0
T232658,C69008,561.41,Cartier,E-Commerce,14,32,567.51,723.29,Colombia,Colombia,101.0,0
T718160,C73232,176.23,Steam,E-Commerce,20,18,593.14,24.61,Colombia,Colombia,75.0,0
T610597,C75961,152.99,Walmart,E-Commerce,37,32,6.93,117.76,Ecuador,Colombia,80.0,0
T250185,C82935,943.75,G2A,E-Commerce,30,8,917.86,979.44,Ecuador,Ecuador,91.0,0
T555754,C73587,362.69,Booking,E-Commerce,12,1,745.03,5.18,Ecuador,Ecuador,113.0,0
T491861,C66501,347.96,Booking,E-Commerce,5,6,950.06,75.47,Ecuador,Ecuador,33.0,0
T868414,C42425,561.34,Booking,E-Commerce,24,23,473.16,131.04,Ecuador,Ecuador,73.0,0
T231587,C30116,370.99,Amazon,E-Commerce,29,24,858.99,471.25,Ecuador,Ecuador,117.0,0
T158976,C41060,153.07,Walmart,E-Commerce,31,21,452.52,768.91,Indonesia,Ecuador,112.0,1
T396297,C52588,561.0,Zephora,E-Commerce,23,22,819.9,19.36,Indonesia,Indonesia,30.0,0
T396516,C24046,531.83,G2A,E-Commerce,23,25,460.43,68.06,Indonesia,Indonesia,3.0,0
T935813,C48345,686.82,Amazon,E-Commerce,2,25,753.34,715.07,Indonesia,Indonesia,20.0,0
T306211,C47948,182.17,American Airlines,E-Commerce,30,18,30.9,857.95,Indonesia,Indonesia,17.0,0
T469698,C13548,581.95,Amazon Gift Cards,E-Commerce,26,15,903.25,619.27,Ecuador,Indonesia,39.0,0
T780567,C52494,746.69,Amazon,E-Commerce,30,1,404.61,980.34,Ecuador,Ecuador,116.0,0
T634764,C15489,450.55,Amazon Gift Cards,E-Commerce,8,37,482.06,233.66,Ecuador,Ecuador,7.0,0
T890007,C92619,644.27,Amazon,E-Commerce,23,4,995.41,545.48,Ecuador,Ecuador,102.0,0
T358146,C24495,283.02,eBay,E-Commerce,8,32,960.66,594.15,Ecuador,Ecuador,31.0,0
T862141,C65220,577.42,Zales,E-Commerce,34,25,670.98,350.67,Ecuador,Ecuador,99.0,0
T111037,C63338,94.01,LATAM,E-Commerce,4,5,777.02,205.29,Ecuador,Ecuador,36.0,0
T566549,C52463,39.32,LATAM,E-Commerce,31,39,42.86,833.48,Peru,Ecuador,41.0,1
T575643,C59962,274.31,LATAM,E-Commerce,29,26,707.92,556.01,Ecuador,Peru,90.0,0
T487558,C74685,106.46,eBay,E-Commerce,22,9,252.02,139.33,Ecuador,Ecuador,63.0,0
T655615,C28330,676.18,Cartier,E-Commerce,16,15,49.08,976.57,Ecuador,Ecuador,61.0,0
T629227,C33169,458.48,Amazon,E-Commerce,5,24,269.93,63.47,Ecuador,Ecuador,56.0,0
T641458,C44401,241.81,Tiffany & Co.,E-Commerce,9,36,469.17,305.81,Ecuador,Ecuador,72.0,0
T181413,C42843,798.78,Cartier,E-Commerce,11,28,81.41,908.94,Ecuador,Ecuador,75.0,0
T620341,C50680,174.59,Delta Airlines,E-Commerce,33,20,516.27,430.02,Ecuador,Ecuador,29.0,0
T254506,C68511,43.84,Epic Games,E-Commerce,6,39,720.06,762.68,Ecuador,Ecuador,55.0,0
T101065,C74722,530.35,Walmart,E-Commerce,18,17,322.55,678.67,Ecuador,Ecuador,25.0,0
T934570,C91239,195.82,Amazon,E-Commerce,11,4,298.5,73.95,Ecuador,Ecuador,114.0,0
T378309,C10825,983.14,Delta Airlines,E-Commerce,8,2,562.93,194.99,Peru,Ecuador,41.0,0
T524019,C86876,385.63,G2A,E-Commerce,21,22,102.52,864.86,Peru,Peru,67.0,0
T749416,C98940,165.81,Cartier,E-Commerce,29,37,99.01,596.65,Ecuador,Peru,85.0,1
T397715,C81719,103.62,Zephora,E-Commerce,23,28,945.96,196.44,Ecuador,Ecuador,38.0,0
T728089,C54873,12.99,Delta Airlines,E-Commerce,32,7,236.74,668.37,Ecuador,Ecuador,89.0,0
T826897,C27995,199.08,Booking,E-Commerce,37,32,760.3,151.23,Ecuador,Ecuador,62.0,0
T122503,C83583,842.19,Amazon Gift Cards,E-Commerce,32,13,839.06,469.78,Ecuador,Ecuador,94.0,0
T306384,C38589,213.82,LATAM,E-Commerce,26,21,841.31,324.61,Ecuador,Ecuador,17.0,0
T683655,C83479,841.9,Shein,E-Commerce,21,4,781.21,606.74,Ecuador,Ecuador,113.0,0
T294883,C44264,972.54,Booking,E-Commerce,37,12,320.03,609.35,Ecuador,Ecuador,21.0,0
T962962,C38244,953.74,Booking,E-Commerce,2,29,736.38,215.6,Ecuador,Ecuador,80.0,0
T335902,C19978,161.23,Zales,E-Commerce,34,5,322.0,498.23,Peru,Ecuador,93.0,0
T589495,C53962,127.31,American Airlines,E-Commerce,6,14,794.23,396.88,Peru,Peru,7.0,0
T355263,C72916,646.65,Zales,E-Commerce,33,16,634.2,697.21,Ecuador,Peru,52.0,0
T534082,C72599,766.44,Booking,E-Commerce,35,3,113.5,756.52,Ecuador,Ecuador,103.0,0
T239070,C15180,982.5,Shein,E-Commerce,14,1,886.33,995.18,Ecuador,Ecuador,17.0,0
T618549,C63035,909.74,Walmart,E-Commerce,26,12,980.08,706.92,Ecuador,Ecuador,27.0,0
T715460,C56222,803.74,Delta Airlines,E-Commerce,22,14,92.22,216.52,Ecuador,Ecuador,92.0,0
T313387,C48694,870.38,LATAM,E-Commerce,3,23,674.07,117.26,Ecuador,Ecuador,79.0,0
T702865,C15483,640.45,G2A,E-Commerce,21,1,222.99,929.72,Ecuador,Ecuador,76.0,0
T596902,C93951,490.14,Walmart,E-Commerce,37,28,168.5,475.14,Ecuador,Ecuador,29.0,0
T593086,C77733,701.47,American Airlines,E-Commerce,39,37,973.87,785.29,Ecuador,Ecuador,72.0,0
T105130,C79600,182.01,Zales,E-Commerce,7,25,729.45,52.8,Ecuador,Ecuador,102.0,0
T506814,C81271,513.17,Cartier,E-Commerce,27,32,445.03,775.87,Ecuador,Ecuador,107.0,0
T850533,C74997,51.95,American Airlines,E-Commerce,18,30,876.35,562.74,Ecuador,Ecuador,61.0,0
T142294,C60354,384.31,Amazon Gift Cards,E-Commerce,30,16,87.97,379.37,Ecuador,Ecuador,12.0,0
T436341,C63045,170.98,Zephora,E-Commerce,12,33,888.31,768.38,Ecuador,Ecuador,71.0,0
T530430,C83953,860.3,G2A,E-Commerce,3,31,932.43,863.19,Ecuador,Ecuador,53.0,0
T653347,C70044,115.36,Zephora,E-Commerce,25,15,428.08,89.41,Brazil,Ecuador,95.0,0
T146266,C26023,68.14,Amazon,E-Commerce,5,14,294.16,48.53,Brazil,Brazil,83.0,0
T483780,C59460,875.61,G2A,E-Commerce,12,36,544.07,505.01,Brazil,Brazil,72.0,0
T527224,C87684,278.77,LATAM,E-Commerce,36,7,370.32,145.49,Brazil,Brazil,27.0,0
T406732,C66857,204.42,Zales,E-Commerce,30,21,186.07,33.54,Brazil,Brazil,15.0,0
T390732,C94171,271.31,Zales,E-Commerce,6,7,205.99,953.3,Brazil,Brazil,35.0,0
T152108,C30804,445.53,Shein,E-Commerce,28,29,567.7,423.21,Brazil,Brazil,80.0,0
T859114,C85599,504.33,eBay,E-Commerce,24,6,846.97,599.77,Brazil,Brazil,19.0,0
T187342,C97694,974.64,Epic Games,E-Commerce,14,32,51.59,997.89,Brazil,Brazil,32.0,0
T127910,C66140,80.68,Amazon,E-Commerce,16,14,338.08,156.11,Brazil,Brazil,73.0,0
T539354,C10138,233.09,LATAM,E-Commerce,37,36,101.1,477.56,Brazil,Brazil,23.0,0
T869660,C27614,545.35,American Airlines,E-Commerce,28,24,282.69,507.53,Ecuador,Brazil,52.0,0
T181245,C51888,874.47,Amazon Gift Cards,E-Commerce,28,22,334.85,49.5,Ecuador,Ecuador,95.0,0
T616630,C25166,732.24,Cartier,E-Commerce,28,17,842.71,685.46,Ecuador,Ecuador,67.0,0
T426870,C98372,601.31,Shein,E-Commerce,20,15,748.24,982.67,Ecuador,Ecuador,58.0,0
T559295,C45587,143.13,Booking,E-Commerce,26,26,511.25,980.08,Ecuador,Ecuador,40.0,0
T449316,C96689,585.13,Tiffany & Co.,E-Commerce,2,33,871.54,132.87,Ecuador,Ecuador,106.0,0
T318930,C31714,559.53,G2A,E-Commerce,38,4,781.71,247.89,Ecuador,Ecuador,51.0,0
T457661,C73853,443.39,American Airlines,E-Commerce,37,38,522.22,920.2,Ecuador,Ecuador,18.0,0
T955133,C43945,369.44,Zephora,E-Commerce,29,33,899.0,229.94,Ecuador,Ecuador,33.0,0
T521790,C87881,680.48,Tiffany & Co.,E-Commerce,20,23,640.4,699.17,Ecuador,Ecuador,72.0,0
T993906,C86073,55.96,Walmart,E-Commerce,27,37,324.04,298.72,Ecuador,Ecuador,88.0,0
T835261,C59717,28.08,Tiffany & Co.,E-Commerce,35,23,437.16,481.68,Ecuador,Ecuador,100.0,0
T448477,C16690,7.15,Walmart,E-Commerce,5,27,131.69,42.16,Ecuador,Ecuador,34.0,0
T144495,C87331,407.4,Tiffany & Co.,E-Commerce,9,13,47.59,42.96,Ecuador,Ecuador,23.0,0
T623413,C15324,368.18,Zales,E-Commerce,23,11,963.01,197.99,Ecuador,Ecuador,55.0,0
T604628,C18593,68.75,eBay,E-Commerce,39,11,677.39,786.02,Ecuador,Ecuador,114.0,0
T153605,C16971,282.04,Walmart,E-Commerce,21,36,340.78,139.9,Ecuador,Ecuador,63.0,0
T966306,C64229,332.79,Zales,E-Commerce,2,29,751.73,736.31,Ecuador,Ecuador,52.0,0
T600424,C59692,792.3,Amazon Gift Cards,E-Commerce,16,38,582.98,473.49,Peru,Ecuador,84.0,0
T629868,C76289,971.72,Cartier,E-Commerce,38,17,706.89,933.23,Peru,Peru,43.0,0
T149431,C15814,481.92,Delta Airlines,E-Commerce,17,1,593.82,908.75,Peru,Peru,53.0,0
T817096,C58431,77.21,Epic Games,E-Commerce,39,7,270.16,531.35,Ecuador,Peru,47.0,0
T449591,C81252,682.08,Delta Airlines,E-Commerce,17,25,60.32,995.36,Ecuador,Ecuador,108.0,0
T917428,C41917,209.6,Epic Games,E-Commerce,30,7,774.2,738.15,Ecuador,Ecuador,93.0,0
T749541,C58554,873.31,Cartier,E-Commerce,18,38,405.15,389.5,Ecuador,Ecuador,57.0,0
T307891,C57746,281.94,Zales,E-Commerce,4,22,667.0,413.29,Peru,Ecuador,82.0,1
T818510,C21829,367.67,Delta Airlines,E-Commerce,2,16,660.03,846.1,Peru,Peru,27.0,0
T370639,C81993,199.22,Cartier,E-Commerce,26,12,979.33,327.13,Ecuador,Peru,49.0,0
T311081,C73350,510.06,Zales,E-Commerce,8,18,379.71,658.03,Ecuador,Ecuador,74.0,0
T856249,C40957,387.82,American Airlines,E-Commerce,1,1,643.7,83.5,Ecuador,Ecuador,11.0,0
T736935,C47155,882.71,Delta Airlines,E-Commerce,27,32,612.98,580.47,Ecuador,Ecuador,41.0,0
T769040,C50441,632.04,Amazon Gift Cards,E-Commerce,7,15,646.77,385.11,Ecuador,Ecuador,20.0,0
T596002,C98743,239.51,Amazon Gift Cards,E-Commerce,23,38,735.43,921.88,Ecuador,Ecuador,88.0,0
T770293,C98464,378.56,Epic Games,E-Commerce,31,12,4.87,656.99,Ecuador,Ecuador,58.0,0
T152692,C13457,515.49,G2A,E-Commerce,9,15,20.61,20.25,Ecuador,Ecuador,99.0,0
T392907,C96129,295.24,LATAM,E-Commerce,32,22,406.57,685.4,Ecuador,Ecuador,17.0,0
T487057,C63318,692.25,LATAM,E-Commerce,28,35,601.11,334.62,Ecuador,Ecuador,13.0,0
T824183,C79048,285.18,American Airlines,E-Commerce,11,18,161.43,105.69,Ecuador,Ecuador,82.0,0
T132097,C68668,169.04,Epic Games,E-Commerce,28,4,376.74,342.65,Ecuador,Ecuador,53.0,0
T734198,C75830,927.57,Walmart,E-Commerce,4,4,542.85,409.68,Ecuador,Ecuador,107.0,0
T188269,C39624,196.16,Walmart,E-Commerce,31,26,725.51,736.1,Ecuador,Ecuador,59.0,0
T147157,C74157,891.82,Delta Airlines,E-Commerce,2,7,913.24,257.89,Ecuador,Ecuador,110.0,0
T150494,C22528,115.26,Delta Airlines,E-Commerce,29,16,482.1,587.01,Ecuador,Ecuador,109.0,0
T498968,C25917,656.64,eBay,E-Commerce,9,3,154.15,66.41,Ecuador,Ecuador,82.0,0
T474367,C54077,746.67,Zales,E-Commerce,22,7,681.08,858.36,Ecuador,Ecuador,34.0,0
T695474,C82112,262.0,Shein,E-Commerce,30,15,11.54,492.64,Ecuador,Ecuador,7.0,0
T228350,C79718,969.93,Zephora,E-Commerce,23,21,180.4,690.32,Ecuador,Ecuador,15.0,0
T469032,C73347,991.8,Steam,E-Commerce,38,27,983.19,603.88,Ecuador,Ecuador,63.0,0
T332477,C85757,343.99,Shein,E-Commerce,11,21,104.34,15.04,Ecuador,Ecuador,80.0,0
T596551,C93212,63.94,Amazon Gift Cards,E-Commerce,8,37,573.29,701.3,Ecuador,Ecuador,77.0,0
T787089,C49993,526.65,Walmart,E-Commerce,32,28,887.82,349.7,Ecuador,Ecuador,44.0,0
T214361,C99976,400.88,eBay,E-Commerce,32,36,511.2,79.95,Ecuador,Ecuador,14.0,0
T396907,C91125,704.95,American Airlines,E-Commerce,25,16,192.57,901.99,Ecuador,Ecuador,39.0,0
T162858,C90701,942.31,eBay,E-Commerce,32,13,550.14,411.53,Ecuador,Ecuador,31.0,0
T240775,C29686,423.36,Amazon Gift Cards,E-Commerce,19,26,437.69,130.81,Ecuador,Ecuador,61.0,0
T228117,C47561,185.28,Delta Airlines,E-Commerce,11,11,141.82,614.54,Ecuador,Ecuador,119.0,0
T639397,C69131,709.39,Walmart,E-Commerce,35,11,170.96,268.61,Ecuador,Ecuador,54.0,0
T450601,C91691,248.78,Amazon,E-Commerce,37,4,476.03,543.2,Ecuador,Ecuador,119.0,0
T764177,C38341,274.05,Walmart,E-Commerce,22,5,234.91,426.57,Ecuador,Ecuador,34.0,0
T284081,C18199,612.62,Amazon Gift Cards,E-Commerce,18,26,862.25,60.18,Ecuador,Ecuador,109.0,0
T479163,C67482,523.86,Cartier,E-Commerce,37,17,689.21,262.25,Ecuador,Ecuador,48.0,0
T977900,C66936,81.26,Walmart,E-Commerce,32,8,841.06,955.95,Ecuador,Ecuador,26.0,0
T450334,C19268,576.04,American Airlines,E-Commerce,7,28,128.61,847.71,Chile,Ecuador,22.0,0
T588608,C18399,393.54,Zales,E-Commerce,4,15,321.96,206.82,Chile,Chile,78.0,0
T606562,C85865,499.98,G2A,E-Commerce,13,12,994.02,51.64,Chile,Chile,18.0,0
T565903,C41361,243.76,LATAM,E-Commerce,14,25,871.19,733.92,Ecuador,Chile,46.0,0
T382505,C42489,552.24,G2A,E-Commerce,1,36,823.64,277.49,Ecuador,Ecuador,75.0,0
T539350,C11749,807.76,Epic Games,E-Commerce,26,15,311.33,657.78,Ecuador,Ecuador,13.0,0
T711803,C42915,457.54,Shein,E-Commerce,4,25,178.07,366.09,Ecuador,Ecuador,46.0,0
T979097,C63823,600.43,Epic Games,E-Commerce,30,14,896.16,977.11,Ecuador,Ecuador,21.0,0
T460737,C25454,521.38,Amazon Gift Cards,E-Commerce,9,32,695.75,246.82,Ecuador,Ecuador,63.0,0
T300785,C20421,682.75,eBay,E-Commerce,29,6,448.24,908.59,Ecuador,Ecuador,52.0,0
T126525,C20310,796.88,Delta Airlines,E-Commerce,30,14,740.36,306.1,Ecuador,Ecuador,79.0,0
T534244,C76021,568.86,Steam,E-Commerce,21,11,105.12,295.0,Ecuador,Ecuador,112.0,0
T572716,C23675,544.51,Tiffany & Co.,E-Commerce,25,23,877.28,828.3,Ecuador,Ecuador,72.0,0
T295955,C25872,955.34,Amazon,E-Commerce,38,14,199.68,859.62,Ecuador,Ecuador,24.0,0
T929833,C31811,320.28,Delta Airlines,E-Commerce,13,11,556.33,445.82,Ecuador,Ecuador,119.0,0
T510847,C42119,604.23,LATAM,E-Commerce,31,12,372.6,940.61,Ecuador,Ecuador,107.0,0
T289061,C69246,60.61,Amazon Gift Cards,E-Commerce,24,10,976.84,846.62,Ecuador,Ecuador,99.0,0
T828704,C22857,952.08,Booking,E-Commerce,29,15,536.9,536.71,Ecuador,Ecuador,88.0,0
T707126,C17458,379.04,Epic Games,E-Commerce,33,35,220.46,358.26,Ecuador,Ecuador,73.0,0
T468839,C99732,351.25,Zales,E-Commerce,12,29,306.07,282.02,Ecuador,Ecuador,73.0,0
T712751,C47776,620.05,LATAM,E-Commerce,34,30,546.86,255.11,Ecuador,Ecuador,15.0,0
